col1,Unnamed: 0,_RAJ2000_1,_DEJ2000_1,LAMOST_sep,umag,gmag,rmag,Hamag,imag,Jmag,Hmag,Kmag,original_index,model_prob,H_alfa,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,angDist
109,109,87.207491,20.000283,2.0,13.44,13.82,13.17,12.95,12.82,12.46,12.38,12.35,109.00,0.0,0.0,J054849.79+200001.0,87.2074901,20.0002804,0.0451,0.0424,161.2,12.384,12.43,11.661,8.551,0.024,0.026,,,0.027,0.034,0.018,880119601351038377,0000,0,00nn,AAUU,28,67,48,78,0.028,0.009924
8,8,87.213088,22.023062,2.0,14.95,15.1,14.58,14.39,14.3,13.9,13.82,13.77,8.00,0.01,0.0,J054851.14+220123.2,87.2131068,22.0231241,0.1163,0.0662,93.7,13.622,13.572,11.324,8.056,0.048,0.057,,,0.047,0.055,0.055,879122701351010144,0000,0,nnnn,AAUU,,,,,0.294,0.232149
452,453,87.232411,30.153837,2.0,14.41,12.91,12.32,12.08,11.89,11.38,11.25,11.16,452.00,0.01,0.0,J054855.77+300913.8,87.2324157,30.1538446,0.0402,0.0373,171.7,11.088,11.095,11.024,8.822,0.023,0.021,0.152,,0.023,0.022,0.02,869130201351028700,0000,0,011n,AABU,-62,46,56,46,0.056,0.030975
45,45,87.281327,21.780783,2.0,14.24,14.71,13.16,12.93,12.8,12.39,12.32,12.25,45.00,0.02,0.0,J054907.51+214650.8,87.2813116,21.7807864,0.0444,0.0426,173.7,12.24,12.276,12.073,8.948,0.023,0.025,0.351,,0.025,0.035,0.02,871121201351054235,0000,0,00nn,AABU,-74,64,37,71,0.013,0.052812
235,235,87.288246,21.300941,2.0,14.73,14.77,14.33,14.16,14.05,13.7,13.56,13.5,235.00,0.0,0.0,J054909.18+211803.3,87.2882645,21.3009259,0.0546,0.0523,162.3,13.471,13.487,12.316,9.015,0.026,0.034,,,0.029,0.036,0.036,871121201351029691,0000,0,00nn,AAUU,-12,114,110,124,0.099,0.082502
298,299,87.2986408,31.0065097,2.0,13.81,15.14,13.16,13.01,12.82,12.41,12.28,12.23,298.00,0.0,0.0,J054911.67+310023.3,87.2986271,31.006489,0.0452,0.0429,1.4,12.158,12.167,11.705,8.865,0.025,0.025,0.273,,0.023,0.024,0.023,869130201351055468,0000,0,22nn,AABU,44,62,70,67,0.062,0.085683
18,18,87.356399,31.177794,2.0,14.45,14.45,14.17,14.07,13.9,13.57,13.47,13.39,18.00,0.0,0.0,J054925.54+311039.8,87.3564233,31.1777348,0.0913,0.0647,121.4,13.352,13.367,11.814,8.657,0.041,0.045,,,0.028,0.032,0.036,882131801351010377,hh00,0,nnnn,AAUU,,,,,0.297,0.225865
114,114,87.392464,20.145306,2.0,13.67,12.67,12.55,11.87,11.73,11.26,11.18,11.1,114.00,0.02,0.0,J054934.19+200843.0,87.392477,20.1452984,0.0405,0.0385,6.3,11.074,11.108,11.021,8.71,0.024,0.022,0.157,,0.027,0.033,0.018,880119601351038236,0000,0,11nn,AABU,-28,48,-48,50,0.052,0.051821
836,838,87.46129,22.359516,2.0,15.2,14.76,13.98,13.73,13.5,12.63,12.42,12.28,836.00,0.01,0.0,J054950.71+222134.2,87.4613075,22.3595062,0.0431,0.04,166.7,12.189,12.225,12.364,8.771,0.023,0.024,0.526,,0.024,0.03,0.022,879122701351015097,0000,0,00nn,AACU,-14,62,24,71,0.046,0.068204
960,962,87.470239,30.996971,2.0,14.29,14.46,14.22,14.06,13.95,13.49,13.34,13.32,960.00,0.0,0.0,J054952.83+305949.0,87.4701521,30.9969713,0.0524,0.051,156.7,13.189,13.206,12.344,8.884,0.026,0.032,,,0.027,0.027,0.039,869130201351055555,0000,0,11nn,AAUU,51,101,-98,101,0.243,0.268045
131,131,87.496543,30.562951,2.0,13.9,15.59,13.58,13.4,13.27,12.93,12.85,12.83,131.00,0.0,0.0,J054959.19+303346.5,87.4966657,30.5629176,0.0461,0.0438,155.5,12.484,12.465,12.135,8.864,0.024,0.026,0.435,0.531,0.022,0.025,0.026,869130201351047633,dd00,1,98nn,AACC,-758,62,466,66,0.573,0.398964
832,834,87.503916,21.590122,2.0,13.22,12.05,12.34,11.56,11.53,11.15,11.09,11.04,832.00,0.08,0.0,J055000.93+213524.3,87.503903,21.5900956,0.0402,0.0377,7.8,10.985,11.025,11.083,8.321,0.024,0.021,0.167,0.3,0.027,0.03,0.022,871121201351043957,0000,0,00nn,AABB,-8,46,26,47,0.105,0.104552
591,592,87.505153,20.376703,2.0,14.65,16.25,13.19,12.93,12.64,11.79,11.6,11.46,591.00,0.01,0.0,J055001.23+202236.1,87.5051481,20.3767139,0.0411,0.0373,3.1,11.363,11.378,11.154,8.842,0.023,0.021,0.178,,0.024,0.03,0.022,880119601351059476,0000,0,nnnn,AABU,74,48,37,54,0.03,0.042551
698,700,87.511781,22.166074,2.0,13.62,14.63,12.47,12.33,12.27,11.94,11.87,11.85,698.00,0.01,0.0,J055002.82+220958.1,87.511764,22.1661564,0.0408,0.0386,175.8,11.624,11.675,11.938,8.954,0.024,0.021,0.337,,0.031,0.036,0.028,879122701351007389,0000,1,00nn,AABU,-44,58,-34,56,0.306,0.302014
130,130,87.517189,30.212591,2.0,13.43,16.55,13.02,12.84,12.79,12.42,12.35,12.31,130.00,0.01,0.0,J055004.12+301245.3,87.517179,30.2125926,0.0423,0.0402,12.0,12.248,12.29,11.809,8.976,0.024,0.023,0.305,,0.021,0.025,0.021,869130201351027302,hh00,0,11nn,AABU,70,65,85,65,0.127,0.031602
636,638,87.554046,21.392253,2.0,14.26,16.09,13.67,13.47,13.38,13.04,12.97,12.91,636.00,0.01,0.0,J055012.97+212332.1,87.554052,21.3922679,0.0491,0.0481,135.0,12.855,12.868,11.669,8.218,0.026,0.028,,,0.027,0.034,0.025,871121201351044081,0000,0,00nn,AAUU,21,80,51,87,0.07,0.057223
197,197,87.728053,30.591138,2.0,13.88,13.78,13.04,12.85,12.74,12.28,12.17,12.1,197.00,0.05,0.0,J055054.73+303528.1,87.7280512,30.5911453,0.0446,0.0417,170.0,12.088,12.12,12.225,8.493,0.024,0.024,0.463,,0.023,0.032,0.018,869130201351050096,0000,0,00nn,AACU,35,67,-43,78,0.023,0.026794
297,298,87.728065,30.5911383,2.0,13.88,13.78,13.04,12.85,12.74,12.28,12.17,12.1,297.00,0.05,0.0,J055054.73+303528.1,87.7280512,30.5911453,0.0446,0.0417,170.0,12.088,12.12,12.225,8.493,0.024,0.024,0.463,,0.023,0.032,0.018,869130201351050096,0000,0,00nn,AACU,35,67,-43,78,0.023,0.049635
245,245,87.731648,22.326887,2.0,16.16,16.05,15.29,14.87,14.83,14.13,13.76,13.53,245.00,0.94,1.0,J055055.60+221936.8,87.7316995,22.326901,0.0568,0.0542,139.4,13.476,13.34,12.287,8.712,0.027,0.036,,,0.036,0.042,0.035,879122701351014999,0000,0,00nn,AAUU,107,116,145,126,0.135,0.178666
396,397,87.893094,22.344301,2.0,16.05,16.14,15.42,15.21,14.92,14.14,13.95,13.82,396.00,0.0,0.0,J055134.33+222039.5,87.8930773,22.3443143,0.0636,0.0621,140.7,13.742,13.751,11.695,8.847,0.028,0.045,,,0.025,0.035,0.047,879122701351017697,0000,0,11nn,AAUU,-20,139,-386,144,0.14,0.073441
623,625,88.003548,31.350843,2.0,14.43,14.58,14.25,13.91,13.96,13.55,13.49,13.34,623.00,0.16,1.0,J055200.84+312102.9,88.003539,31.3508304,0.0478,0.047,167.5,13.07,12.952,11.962,8.249,0.025,0.028,,,0.034,0.044,0.039,882131801351015862,0000,0,00nn,AAUU,64,90,-52,94,0.145,0.053261
569,570,88.122909,22.398373,2.0,13.63,12.64,12.4,12.0,11.96,11.5,11.41,11.38,569.00,0.17,0.0,J055229.50+222354.1,88.1229171,22.3983826,0.0402,0.0356,5.5,11.374,11.419,11.804,8.678,0.023,0.021,0.335,,0.023,0.023,0.018,879122701351017352,0000,0,nnnn,AABU,9,49,54,50,0.055,0.043754
118,118,88.236244,23.152603,2.0,11.48,10.87,12.73,11.16,11.21,9.71,9.61,9.52,118.00,0.16,1.0,J055256.69+230909.4,88.2362484,23.1526171,0.0366,0.0339,176.3,9.257,9.12,8.651,8.085,0.023,0.02,0.028,0.289,0.022,0.023,0.018,879122701351045526,0000,0,001n,AAAB,-9,38,82,36,0.053,0.052774
590,591,88.2362508,23.1526269,2.0,11.48,10.87,12.73,11.16,11.21,9.71,9.61,9.52,590.00,0.16,1.0,J055256.69+230909.4,88.2362484,23.1526171,0.0366,0.0339,176.3,9.257,9.12,8.651,8.085,0.023,0.02,0.028,0.289,0.022,0.023,0.018,879122701351045526,0000,0,001n,AAAB,-9,38,82,36,0.053,0.036193
954,956,88.428156,21.873148,2.0,14.64,14.76,14.41,14.03,14.09,13.52,13.37,13.27,954.00,0.51,1.0,J055342.76+215223.3,88.4281999,21.8731523,0.0478,0.0457,150.9,12.943,12.754,11.172,8.926,0.024,0.027,0.173,,0.024,0.026,0.028,887121201351060435,0000,0,11nn,AABU,-35,82,218,88,0.1,0.147441
831,833,88.431,22.649184,2.0,14.47,14.43,12.27,11.79,11.63,10.91,10.76,10.63,831.00,0.11,1.0,J055343.43+223857.1,88.4309975,22.6492012,0.0386,0.0357,0.1,10.536,10.492,10.356,9.014,0.023,0.02,0.08,,0.022,0.021,0.017,879122701351027655,0000,0,000n,AAAU,15,42,-23,42,0.031,0.06253
112,112,88.470081,22.429046,2.0,14.77,14.9,13.52,12.83,12.96,12.01,11.72,11.39,112.00,1.0,1.0,J055352.81+222544.6,88.4700692,22.4290584,0.04,0.037,165.0,11.247,10.869,9.805,8.214,0.024,0.021,0.053,,0.022,0.021,0.019,879122701351019857,0000,0,220n,AAAU,-14,46,136,46,0.053,0.059445
310,311,88.5587058,22.6082542,2.0,13.74,13.14,12.73,12.29,12.21,11.75,11.65,11.61,310.00,0.1,0.0,J055414.08+223629.6,88.5587004,22.6082467,0.0413,0.0383,3.4,11.579,11.606,11.536,8.998,0.023,0.022,0.216,,0.021,0.021,0.018,879122701351025091,0000,0,00nn,AABU,46,54,30,58,0.025,0.03239
192,192,88.577333,22.903944,2.0,16.67,16.25,15.19,14.64,14.48,13.19,12.77,12.48,192.00,0.99,1.0,J055418.56+225414.2,88.5773464,22.9039488,0.0435,0.0415,162.1,12.278,12.007,11.012,8.732,0.025,0.023,0.146,,0.022,0.024,0.023,879122701351048152,0000,0,11nn,AABU,29,60,78,64,0.048,0.047794
503,504,88.666375,32.050056,2.0,14.63,14.29,14.06,13.75,13.79,13.37,13.3,13.15,503.00,0.26,1.0,J055439.91+320300.2,88.6663165,32.0500748,0.0499,0.0471,161.1,13.01,12.893,12.011,8.435,0.025,0.028,0.325,,0.026,0.038,0.024,882131801351048835,0000,0,nnnn,AABU,-99,81,48,87,0.126,0.190895
395,396,88.723244,22.956026,2.0,16.94,16.22,14.88,14.55,13.95,12.71,12.37,12.16,395.00,0.0,0.0,J055453.58+225721.7,88.7232585,22.9560446,0.0431,0.0396,158.8,12.016,11.975,11.956,8.763,0.023,0.023,0.364,,0.023,0.024,0.026,879122701351048167,0000,0,11nn,AACU,29,61,47,65,0.055,0.082458
837,839,88.810688,21.65258,2.0,14.83,14.56,13.96,13.62,13.5,12.68,12.47,12.29,837.00,0.19,1.0,J055514.56+213909.2,88.8107014,21.6525828,0.0436,0.0414,173.9,12.195,12.106,11.785,8.599,0.024,0.024,0.309,,0.022,0.021,0.02,887121201351044567,0000,0,00nn,AABU,41,61,37,68,0.057,0.045877
409,410,88.852667,22.910194,2.0,16.49,16.13,13.95,13.1,12.93,11.16,10.66,10.32,409.00,1.0,1.0,J055524.62+225436.8,88.8525864,22.9102294,0.0363,0.0321,178.8,9.952,9.542,8.605,7.944,0.022,0.02,0.029,0.253,0.02,0.019,0.02,895122701351039084,0000,0,nnnn,AAAB,62,42,111,36,0.222,0.29611
787,789,89.125867,21.59783,2.0,14.3,13.17,12.36,11.93,11.64,10.72,10.52,10.36,787.00,0.05,0.0,J055630.20+213552.2,89.1258559,21.597834,0.0386,0.0353,173.1,10.285,10.258,10.135,8.547,0.023,0.021,0.064,,0.022,0.02,0.018,887121201351046992,0000,0,110n,AAAU,-54,45,75,48,0.044,0.039765
173,173,89.489666,21.15088,2.0,17.31,16.75,15.67,15.35,14.85,13.7,13.38,13.22,173.00,0.0,0.0,J055757.52+210903.2,89.4896767,21.1508903,0.0517,0.0502,144.7,13.079,13.019,11.705,8.479,0.026,0.03,0.292,,0.023,0.024,0.03,887121201351026875,0000,0,00nn,AABU,44,90,70,99,0.024,0.051637
246,246,89.534922,21.638736,2.0,15.83,15.24,14.15,13.86,13.43,12.29,12.03,11.87,246.00,0.0,0.0,J055808.38+213819.4,89.5349264,21.6387389,0.0423,0.0386,169.9,11.739,11.709,11.705,8.668,0.023,0.023,0.264,,0.02,0.023,0.021,887121201351049609,0000,0,00nn,AABU,0,53,0,60,0.061,0.018028
450,451,89.550069,22.835803,2.0,16.34,15.66,14.78,14.55,14.12,13.01,12.79,12.59,450.00,0.0,0.0,J055812.01+225008.9,89.5500491,22.8358081,0.0447,0.0438,27.9,12.466,12.478,11.754,8.974,0.024,0.025,,,0.02,0.023,0.025,895122701351031830,0000,0,00nn,AAUU,24,74,13,80,0.108,0.068635
391,392,89.586701,22.879454,2.0,15.95,15.74,14.61,13.92,13.76,12.47,12.02,11.56,391.00,0.88,1.0,J055820.80+225246.1,89.5867003,22.879473,0.0389,0.036,160.7,11.158,10.851,10.079,8.346,0.023,0.02,0.062,,0.025,0.021,0.019,895122701351044132,0000,0,110n,AAAU,4,45,83,48,0.022,0.068333
823,825,89.725583,22.050056,2.0,15.77,15.55,14.7,14.26,14.19,13.28,13.04,12.84,823.00,0.96,1.0,J055854.14+220300.2,89.7255856,22.0500558,0.046,0.0449,132.4,12.738,12.728,11.759,8.407,0.025,0.026,,,0.023,0.032,0.023,895122701351006521,0h00,0,nnnn,AAUU,69,77,-151,79,0.051,0.008638
579,580,89.80992,23.07287,2.0,16.1,15.78,14.86,14.58,14.16,13.14,12.84,12.74,579.00,0.0,0.0,J055914.38+230422.4,89.809926,23.0728949,0.0458,0.0445,177.6,12.625,12.619,12.081,8.48,0.024,0.026,0.395,,0.024,0.028,0.028,895122701351046776,0000,0,11nn,AACU,11,75,-54,83,0.085,0.091739
248,248,89.938822,21.720676,2.0,18.05,16.05,14.27,13.84,13.26,11.53,10.74,10.46,248.00,0.14,0.0,J055945.31+214314.4,89.9388207,21.7206743,0.0378,0.0349,179.9,10.299,10.369,10.317,8.441,0.022,0.02,0.082,,0.025,0.031,0.023,904121201351058565,h000,0,000n,AAAU,27,40,-5,40,0.135,0.007539
628,630,90.052214,23.491268,2.0,14.07,14.5,12.48,12.0,11.84,11.29,11.17,11.07,628.00,0.06,0.0,J060012.53+232928.5,90.0522217,23.4912688,0.0417,0.038,162.1,10.995,11.005,10.867,8.855,0.023,0.022,0.122,,0.023,0.028,0.023,908124201351010692,0000,0,000n,AABU,-24,47,101,48,0.02,0.025446
550,551,90.061897,23.945284,2.0,14.7,14.49,13.48,13.17,12.75,11.75,11.5,11.34,550.00,0.0,0.0,J060014.85+235642.9,90.0618885,23.9452654,0.0382,0.0362,174.5,11.241,11.248,10.597,7.402,0.022,0.021,0.133,0.136,0.022,0.024,0.018,908124201351013292,0000,0,0000,AABB,-2,48,28,48,0.183,0.07258
945,947,90.062812,21.491077,2.0,15.15,14.83,13.96,13.7,13.32,12.4,12.13,11.98,945.00,0.0,0.0,J060015.08+212927.7,90.0628513,21.4910311,0.0425,0.0393,178.2,11.831,11.817,11.989,8.731,0.023,0.023,,,0.022,0.032,0.026,904121201351040427,0000,0,00nn,AAUU,-42,59,36,64,0.211,0.21126
125,125,90.096597,23.184375,2.0,14.95,15.47,13.24,12.4,12.37,11.36,10.9,10.49,125.00,0.22,1.0,J060023.18+231103.7,90.0965908,23.1843643,0.0378,0.0352,175.9,9.724,9.334,8.463,7.622,0.024,0.02,0.031,0.189,0.023,0.031,0.022,895122701351046594,0000,0,000n,AAAB,37,40,104,38,0.007,0.04365
291,291,90.0966072,23.1843864,2.0,14.95,15.47,13.24,12.4,12.37,11.36,10.9,10.49,291.00,0.22,1.0,J060023.18+231103.7,90.0965908,23.1843643,0.0378,0.0352,175.9,9.724,9.334,8.463,7.622,0.024,0.02,0.031,0.189,0.023,0.031,0.022,895122701351046594,0000,0,000n,AAAB,37,40,104,38,0.007,0.096332
174,174,90.118083,22.939422,2.0,16.62,15.96,14.49,13.78,13.43,12.4,12.0,11.8,174.00,0.39,1.0,J060028.33+225622.0,90.1180747,22.9394501,0.0496,0.0423,104.5,10.575,10.337,9.817,8.314,0.027,0.026,0.054,0.32,0.023,0.03,0.023,895122701351049316,0000,1,760n,AAAB,10,48,523,63,0.162,0.104823
