,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag,umag_gmag_imag,umag_gmag_Hamag,umag_rmag_imag,umag_rmag_Hamag,umag_imag_Hamag,gmag_rmag_imag,gmag_rmag_Hamag,gmag_imag_Hamag,rmag_imag_Hamag,Jmag_Hmag_Kmag,outlier_columns,vsini,DEJ2000,e_gmag,Mass,e_y-Ha,e_rmag,e_logg,WHa06,clean,y-Ha,Rad,e_Mass,e_umag,e_Teff,e_vsini,b-y,MG,ymag,e_imag,Cluster,e_Hamag,e_ymag,e_Kmag,e_b-y,Teff,logg,Vc,WHa05,e_Jmag,RAJ2000,loggP,e_Rad,WHa07,SB?,e_Hmag,Code
2303,17.1,15.36,13.82,13.01,13.46,11.71,11.064,10.882,1.0133333333333359,0.2420467836257334,0.7722429906542085,2.294736842105264,2.930093457943927,4.653551401869162,1.0710526315789464,1.373457943925233,2.6843457943925237,0.9361682242990662,0.4913594771241835,umag_gmag_rmag | umag_gmag_Hamag,,-60.6821944,0.01,,0.066,0.0,,,False,1.097,,,0.01,,,0.986,1005,14.516,0.01,Trumpler 20,0.0,0.02,0.026,0.033,,,,,0.03,190.1424167,,,,,0.032,O
2306,17.55,16.1,14.69,13.87,14.39,12.607,12.033,11.868,0.7846753246753231,0.02853801169590442,0.579018691588784,1.8625730994152057,2.568411214953273,4.331214953271031,0.9352631578947387,1.2712149532710304,2.616355140186919,0.9657943925233652,0.433803921568628,umag_gmag_rmag,,-60.6396111,0.01,,0.073,0.0,,,False,1.042,,,0.01,,,0.532,767,15.358,0.01,Trumpler 20,0.0,0.026,0.025,0.037,,,,,0.022,190.145,,,,,0.024,O
2315,17.16,14.87,13.05,12.12,12.67,10.588,9.835,9.656,1.431212121212123,0.5370760233918142,1.16943925233645,2.978771929824559,3.740654205607475,5.728785046728974,1.281578947368419,1.6442056074766338,3.1586448598130845,1.0842056074766373,0.6009084967320243,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-60.6412222,0.01,,0.065,0.0,,,False,1.271,,,0.01,,,1.161,776,13.944,0.0,Trumpler 20,0.0,0.018,0.025,0.031,,,,,0.026,190.1572083,,,,,0.025,O
2316,19.62,17.5,15.66,14.7,15.27,13.083,12.346,12.156,1.2517748917748928,0.33520467836257395,0.984158878504674,2.792280701754386,3.5809345794392526,5.633831775700936,1.284210526315789,1.6595794392523362,3.223504672897197,1.1198130841121505,0.5755620915032685,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-60.6306944,0.01,,0.088,0.0,,,True,1.294,,,0.07,,,1.227,694,16.565,0.0,Trumpler 20,0.01,0.043,0.032,0.07,,,,,0.032,190.15725,,,,,0.028,O
2319,18.73,16.6,14.85,13.93,14.47,12.399,11.662,11.485,1.3042424242424224,0.4280701754385947,1.0450934579439242,2.760935672514621,3.5106542056074783,5.476261682242992,1.2173684210526334,1.5742056074766377,3.0712149532710304,1.0714018691588787,0.5866078431372521,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-60.5621944,0.01,,0.076,0.0,,,False,1.247,,,0.03,,,1.171,275,15.74,0.01,Trumpler 20,0.0,0.032,0.027,0.051,,,,,0.026,190.1601667,,,,,0.024,O
2324,19.76,17.71,15.78,14.74,15.38,13.027,12.226,11.986,1.1393073593073595,0.15684210526315856,0.8632242990654215,2.7149707602339217,3.591214953271032,5.821495327102806,1.3278947368421075,1.7449532710280395,3.44551401869159,1.219439252336448,0.5970784313725472,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag,,-60.6850833,0.01,,0.091,0.0,,,False,1.431,,,0.07,,,1.247,1023,16.762,0.01,Trumpler 20,0.01,0.047,0.031,0.076,,,,,0.036,190.1659583,,,,,0.032,O
2328,19.78,17.67,15.98,15.05,15.65,13.444,12.745,12.601,1.3125541125541114,0.4399415204678352,1.0811214953271018,2.6687719298245627,3.479252336448599,5.481401869158878,1.1515789473684226,1.5373364485981322,3.0657943925233653,1.09822429906542,0.5766470588235324,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-60.6421667,0.01,,0.118,0.01,,,False,1.283,,,0.05,,,0.87,783,16.819,0.01,Trumpler 20,0.01,0.067,0.038,0.098,,,,,0.035,190.1695417,,,,,0.028,O
2330,17.25,14.86,13.03,12.06,12.62,10.495,9.734,9.491,1.526493506493507,0.6052046783625746,1.2490654205607483,3.0401169590643295,3.8214953271028045,5.8913084112149505,1.2684210526315798,1.6403271028037383,3.2160747663551383,1.127009345794391,0.5545294117647048,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-60.5758889,0.01,,0.064,0.0,,,False,1.296,,,0.01,,,1.139,336,13.905,0.01,Trumpler 20,0.0,0.018,0.025,0.031,,,,,0.025,190.1719167,,,,,0.025,O
2383,14.04,14.07,13.47,13.03,13.21,12.289,12.173,11.401,-0.31311688311688407,-0.6929239766081887,-0.4680373831775708,0.03479532163742394,0.317289719626167,1.2354205607476652,0.3452631578947358,0.47971962616822406,1.1737383177570113,0.4904672897196279,-0.5399477124183011,Jmag_Hmag_Kmag,,-48.7235,0.0,,0.08,0.0,,,False,0.563,,,0.0,,,0.375,19,13.779,0.01,NGC 6193,0.0,0.048,,0.065,,,,,,250.2821667,,,,,0.071,O
2399,14.92,14.28,13.39,12.88,13.16,11.852,11.895,11.059,0.2200432900432912,-0.25239766081871184,0.06953271028037489,0.9096491228070173,1.30644859813084,2.3906542056074747,0.5947368421052621,0.7835981308411202,1.6080373831775683,0.5885046728971959,-0.7533267973856204,Jmag_Hmag_Kmag,,-47.4870833,0.01,,0.065,0.0,,,False,0.582,,,0.0,,,0.519,175,13.837,0.0,NGC 6200,0.0,0.036,,0.052,,,,,,250.9111667,,,,,0.036,O
2404,16.09,14.44,12.83,12.04,12.47,10.788,10.218,9.97,0.890303030303031,0.12017543859649149,0.6465887850467302,2.299064327485379,2.9100934579439257,4.588504672897199,1.1526315789473673,1.4434579439252333,2.7194859813084125,0.9105607476635528,0.3592810457516349,umag_gmag_rmag,,-47.5550556,0.0,,0.059,0.0,,,False,1.116,,,0.01,,,0.949,276,13.685,0.0,NGC 6200,0.0,0.035,0.03,0.056,,,,,0.033,250.9235833,,,,,0.04,O
2414,17.17,15.25,13.59,12.76,13.14,11.315,10.618,10.413,1.1367099567099586,0.33280701754386155,0.845280373831778,2.5704093567251483,3.1426168224299094,4.8858878504672925,1.1794736842105265,1.4518224299065425,2.7723364485981317,0.9365420560747667,0.5228169934640514,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag,,-47.3856667,0.01,,0.071,0.0,,,False,1.184,,,0.01,,,0.968,32,14.377,0.0,NGC 6200,0.0,0.046,0.032,0.074,,,,,0.035,250.9525417,,,,,0.036,O
2415,15.63,13.97,12.29,11.45,11.89,10.025,9.318,9.145,0.8672727272727268,0.053684210526315335,0.6005607476635517,2.3182456140350896,2.9512149532710312,4.73102803738318,1.1936842105263175,1.4949532710280395,2.8469158878504697,0.9633644859813086,0.5600065359477131,umag_gmag_rmag,,-47.4668056,0.0,,0.05,0.0,,,False,1.15,,,0.01,,,1.008,146,13.117,0.0,NGC 6200,0.0,0.027,0.025,0.046,,,,,0.022,250.958125,,,,,0.024,O
2424,17.37,15.08,13.23,12.35,12.82,10.788,10.098,9.838,1.4170562770562782,0.5498245614035098,1.1388785046728984,3.0695906432748536,3.7414953271028044,5.6085981308411235,1.340526315789473,1.6603271028037379,3.0792056074766365,1.0117757009345805,0.4690849673202596,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-47.5531111,0.01,,0.065,0.0,,,False,1.249,,,0.01,,,1.132,272,14.074,0.0,NGC 6200,0.0,0.041,0.041,0.069,,,,,0.048,250.9847917,,,,,0.044,O
2437,17.55,14.91,12.91,11.91,12.47,10.235,9.362,9.122,1.696277056277057,0.7277192982456149,1.397196261682244,3.4236257309941527,4.212336448598132,6.341308411214954,1.4210526315789473,1.7964485981308413,3.4160747663551403,1.1570093457943926,0.6690784313725482,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-47.5444444,0.0,,0.061,0.0,,,False,1.392,,,0.01,,,1.233,257,13.932,0.0,NGC 6200,0.0,0.039,0.023,0.067,,,,,0.024,251.0463333,,,,,0.024,O
2441,16.76,15.12,13.47,12.62,13.08,11.172,10.548,10.363,0.8614285714285745,0.04643274853801427,0.6009345794392553,2.2560818713450286,2.9109345794392527,4.716074766355144,1.157894736842103,1.469579439252335,2.84177570093458,0.9789719626168241,0.46681045751634004,umag_gmag_rmag,,-47.5619444,0.0,,0.07,0.0,,,False,1.169,,,0.01,,,1.011,286,14.327,0.0,NGC 6200,0.0,0.045,0.02,0.071,,,,,0.021,251.0631667,,,,,0.022,O
2445,16.21,14.51,12.88,12.05,12.5,10.672,9.996,9.795,0.9308658008658025,0.13192982456140534,0.6762149532710295,2.3204093567251465,2.960654205607476,4.723551401869158,1.1494736842105253,1.4542056074766343,2.794345794392522,0.9561682242990653,0.5052156862745095,umag_gmag_rmag | umag_gmag_Hamag,,-47.5798611,0.0,,0.059,0.0,,,False,1.176,,,0.01,,,1.008,313,13.718,0.0,NGC 6200,0.0,0.035,0.044,0.058,,,,,0.032,251.0775,,,,,0.037,O
2453,16.79,14.89,13.19,12.33,12.8,10.885,10.179,9.944,1.0978354978354958,0.26818713450292253,0.8354672897196251,2.5539181286549715,3.220934579439253,5.048598130841121,1.2021052631578963,1.519579439252338,2.9092056074766366,0.9917757009345791,0.5063267973856209,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag,,-47.5734167,0.0,,0.064,0.0,,,False,1.203,,,0.01,,,1.039,303,14.058,0.0,NGC 6200,0.0,0.04,0.03,0.066,,,,,0.027,251.102625,,,,,0.03,O
2457,16.35,14.59,13.03,12.22,12.59,10.878,10.252,10.055,1.0238961038961052,0.24929824561403735,0.741308411214955,2.3347368421052668,2.8923364485981335,4.593364485981308,1.0910526315789486,1.3564485981308418,2.6449065420560736,0.9137383177570079,0.458614379084966,umag_gmag_rmag | umag_gmag_Hamag,,-47.37825,0.0,,0.061,0.0,,,False,1.136,,,0.01,,,1.005,19,13.831,0.0,NGC 6200,0.0,0.037,0.022,0.061,,,,,0.021,251.1115417,,,,,0.025,O
2460,14.03,13.98,13.27,12.83,12.97,12.131,11.364,11.788,-0.28502164502164645,-0.6830409356725158,-0.46443925233644945,0.22479532163742744,0.4684112149532719,1.3753271028037384,0.45526315789473804,0.5712149532710294,1.2540186915887859,0.47925233644859777,1.1272614379084958,Jmag_Hmag_Kmag,,-47.3651944,0.0,,0.062,0.0,,,False,0.581,,,0.0,,,0.417,2,13.666,0.0,NGC 6200,0.0,0.033,0.051,0.047,,,,,,251.115125,,,,,,Be?
2461,16.71,15.04,13.4,12.56,13.01,11.164,10.493,10.275,0.8961471861471885,0.08918128654971036,0.6360280373831799,2.2882456140350884,2.9309345794392523,4.713551401869158,1.1536842105263148,1.4595794392523351,2.8143457943925214,0.9661682242990651,0.4857712418300648,umag_gmag_rmag,,-47.4696944,0.0,,0.067,0.0,,,False,1.144,,,0.01,,,0.921,151,14.213,0.0,NGC 6200,0.0,0.043,0.043,0.067,,,,,0.038,251.1165,,,,,0.041,O
2462,17.46,15.07,13.2,12.26,12.79,10.673,9.899,9.663,1.5076190476190479,0.5988304093567256,1.228691588785047,3.1166081871345055,3.8614953271028054,5.86373831775701,1.3257894736842117,1.6803271028037392,3.203785046728972,1.0885981308411208,0.5734771241830084,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-47.5660278,0.0,,0.065,0.0,,,False,1.296,,,0.01,,,1.198,291,14.139,0.0,NGC 6200,0.0,0.042,0.026,0.072,,,,,0.024,251.127875,,,,,0.027,O
2463,16.69,14.61,12.67,11.7,12.25,10.084,9.333,9.075,1.1645887445887468,0.22508771929824767,0.8779439252336472,2.8401169590643285,3.611775700934581,5.678785046728975,1.378421052631578,1.7457009345794388,3.3186448598130847,1.1242056074766364,0.531784313725489,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-47.4789722,0.01,,0.058,0.0,,,False,1.344,,,0.01,,,1.242,164,13.656,0.0,NGC 6200,0.0,0.035,0.023,0.06,,,,,0.024,251.13175,,,,,0.026,O
2465,17.44,15.0,13.08,12.11,12.67,10.49,9.653,9.388,1.5340259740259754,0.5978362573099427,1.253224299065422,3.1801169590643283,3.961495327102805,6.0313084112149555,1.3584210526315785,1.7303271028037381,3.306074766355141,1.1270093457943933,0.6118366013071889,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-47.5692778,0.0,,0.062,0.0,,,False,1.358,,,0.02,,,1.212,294,14.073,0.0,NGC 6200,0.0,0.04,0.022,0.068,,,,,0.023,251.139,,,,,0.025,O
2467,16.65,14.61,12.91,12.07,12.53,10.647,9.998,9.768,1.2378354978354973,0.42093567251461983,0.9805607476635507,2.7182456140350864,3.370654205607474,5.156074766355137,1.2136842105263153,1.5242056074766346,2.8817757009345777,0.9689719626168221,0.45357516339869486,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-47.5728333,0.0,,0.06,0.0,,,False,1.221,,,0.01,,,1.061,301,13.791,0.0,NGC 6200,0.0,0.036,0.033,0.059,,,,,0.023,251.1425417,,,,,0.027,O
2468,16.82,15.21,13.69,12.89,13.27,11.551,10.948,10.771,0.8927705627705617,0.13116959064327438,0.6218691588785037,2.156900584795324,2.72177570093458,4.4058878504672885,1.05684210526316,1.3257009345794406,2.6023364485981304,0.906542056074765,0.452607843137255,umag_gmag_rmag,,-47.3743889,0.01,,0.075,0.0,,,False,1.099,,,0.01,,,0.99,16,14.481,0.0,NGC 6200,0.0,0.048,0.032,0.078,,,,,0.027,251.1502917,,,,,0.034,O
2469,16.27,14.7,13.17,12.37,12.75,10.961,10.287,10.091,0.8480519480519487,0.08479532163742731,0.5767757009345803,2.1269005847953206,2.691775700934579,4.375887850467291,1.066842105263157,1.3357009345794386,2.6123364485981315,0.9065420560747673,0.50746405228758,umag_gmag_rmag,,-47.3803333,0.01,,0.061,0.0,,,False,1.119,,,0.01,,,0.973,24,13.981,0.0,NGC 6200,0.0,0.037,0.023,0.061,,,,,0.02,251.1527917,,,,,0.023,O
2473,16.07,14.41,12.82,11.98,12.45,10.655,10.004,9.795,0.9097402597402601,0.11105263157894796,0.6616822429906541,2.228245614035088,2.8903738317757,4.67859813084112,1.1036842105263158,1.418831775700934,2.7792056074766345,0.971775700934579,0.4734183006535949,umag_gmag_rmag | umag_gmag_Hamag,,-47.5217222,0.0,,0.057,0.0,,,False,1.124,,,0.01,,,1.001,220,13.615,0.0,NGC 6200,0.0,0.033,0.025,0.054,,,,,0.023,251.1620417,,,,,0.028,O
2476,16.51,14.95,13.37,12.53,12.98,11.167,10.546,10.315,0.8144588744588768,0.01742690058479779,0.5565887850467321,2.1182456140350903,2.760934579439256,4.543551401869163,1.093684210526316,1.399579439252337,2.754345794392524,0.9661682242990656,0.42472549019607897,umag_gmag_rmag,,-47.5485833,0.01,,0.065,0.0,,,False,1.145,,,0.01,,,0.987,265,14.179,0.0,NGC 6200,0.0,0.041,0.026,0.066,,,,,0.026,251.1837917,,,,,0.031,O
2483,14.21,13.95,13.34,12.93,13.15,12.348,9.971,8.329,-0.027835497835495993,-0.3901754385964893,-0.14747663551401652,0.3712865497076033,0.6853271028037399,1.5555140186915906,0.3726315789473678,0.5221028037383174,1.1834579439252337,0.47168224299065453,0.9818366013071909,Jmag_Hmag_Kmag,,-46.9339444,0.01,,0.102,0.01,,,False,0.423,,,0.0,,,0.306,16,13.641,0.01,NGC 6204,0.0,0.064,,0.084,,,,,0.04,251.6933333,,,,,,O
2488,13.43,13.42,12.99,12.65,12.89,12.261,11.963,11.284,-0.19290043290043296,-0.48081871345029226,-0.2599532710280372,0.026432748538011475,0.3428037383177569,1.080560747663551,0.23315789473684193,0.38373831775700923,0.9483177570093455,0.40728971962616817,-0.27892810457516204,Jmag_Hmag_Kmag,,-41.8226944,0.0,,0.062,0.0,,,False,0.303,,,0.0,,,0.281,131,13.17,0.01,NGC 6231,0.0,0.036,,0.049,,,,,0.034,253.4265417,,,,,0.063,B
2550,15.37,14.86,14.13,13.57,13.98,12.889,12.534,9.534,0.165541125541126,-0.3122807017543855,0.06177570093457985,0.5588304093567231,1.0942056074766335,2.3134579439252327,0.4057894736842089,0.6606074766355126,1.5946261682242984,0.6749532710280379,-2.1940196078431384,Jmag_Hmag_Kmag,,-44.7015278,0.0,,0.065,0.0,,,True,0.467,,,0.01,,,0.487,40,14.5,0.0,NGC 6249,0.0,0.04,,0.056,,,,,0.033,254.3086667,,,,,0.076,O
2557,15.98,15.14,13.98,13.35,13.67,12.264,11.363,11.754,0.2926406926406925,-0.30099415204678426,0.09126168224299036,1.233684210526315,1.6986915887850462,3.030747663551403,0.7952631578947366,1.016588785046729,2.0277570093457955,0.7197196261682252,1.233222222222222,Jmag_Hmag_Kmag,,-44.6796111,0.0,,0.065,0.0,,,True,0.801,,,0.01,,,0.708,15,14.578,0.0,NGC 6249,0.0,0.042,0.04,0.062,,,,,0.058,254.3262083,,,,,,O
2559,16.34,15.67,14.83,14.25,14.69,13.412,13.25,12.463,0.2736363636363637,-0.23514619883040921,0.17084112149532693,0.804502923976608,1.373925233644859,2.641028037383177,0.5042105263157893,0.7752336448598127,1.746915887850467,0.7033644859813084,-0.5066928104575161,Jmag_Hmag_Kmag,,-44.7321111,0.0,,0.087,0.0,,,True,0.497,,,0.01,,,0.583,83,15.258,0.0,NGC 6249,0.0,0.057,,0.08,,,,,,254.3283333,,,,,0.092,O
2568,16.5,14.81,13.17,12.25,12.82,10.828,10.139,9.977,0.9161471861471855,0.058187134502923454,0.676401869158878,2.21093567251462,2.98981308411215,4.9638317757009345,1.1073684210526322,1.4780841121495334,2.983504672897197,1.0798130841121496,0.5513529411764715,umag_gmag_rmag | umag_gmag_Hamag,,-44.7718611,0.0,,0.052,0.0,,,True,1.187,,,0.01,,,1.046,132,13.994,0.0,NGC 6249,0.0,0.034,0.024,0.056,,,,,0.022,254.3430417,,,,,0.024,O
2570,17.01,15.24,13.56,12.62,13.21,11.191,10.541,10.358,0.9772727272727288,0.09994152046783711,0.7360280373831796,2.3066081871345028,3.109813084112151,5.128878504672901,1.1357894736842096,1.5180841121495325,3.0583644859813104,1.1054205607476653,0.4945098039215692,umag_gmag_rmag | umag_gmag_Hamag | umag_imag_Hamag,,-44.8236111,0.0,,0.059,0.0,,,False,1.223,,,0.01,,,1.117,213,14.417,0.01,NGC 6249,0.0,0.04,0.023,0.066,,,,,0.022,254.344,,,,,0.021,O
2578,17.92,15.51,13.62,12.61,13.24,11.031,10.241,10.017,1.5181818181818199,0.5614619883040954,1.2537850467289744,3.0714619883040966,3.93065420560748,6.098971962616826,1.3052631578947376,1.7142056074766365,3.3680841121495337,1.1866355140186915,0.5996732026143798,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-44.7543056,0.0,,0.057,0.0,,,True,1.332,,,0.02,,,1.214,112,14.568,0.0,NGC 6249,0.0,0.04,0.023,0.069,,,,,0.026,254.3607083,,,,,0.026,O
2584,16.53,14.69,13.05,12.15,12.71,10.83,10.117,9.876,1.0661471861471883,0.22093567251462232,0.8314953271028063,2.3852631578947374,3.1495327102803743,5.0813084112149545,1.1189473684210514,1.4827102803738308,2.9560747663551394,1.057009345794393,0.5082287581699326,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag,,-44.7980278,0.0,,0.05,0.0,,,False,1.183,,,0.01,,,1.066,174,13.865,0.0,NGC 6249,0.0,0.032,0.024,0.052,,,,,0.028,254.368125,,,,,0.026,O
2604,17.17,15.15,13.46,12.52,13.1,11.154,10.48,10.215,1.2225541125541142,0.3435672514619894,0.9758411214953284,2.5666081871345026,3.360093457943925,5.376355140186918,1.1457894736842094,1.5234579439252327,3.060934579439253,1.1026168224299078,0.4488366013071886,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-44.7658611,0.01,,0.055,0.0,,,False,1.242,,,0.01,,,1.092,124,14.304,0.0,NGC 6249,0.0,0.037,0.03,0.061,,,,,0.026,254.4289583,,,,,0.037,O
2610,17.16,15.49,13.85,12.96,13.42,11.494,10.726,10.556,0.8961471861471859,0.05730994152046831,0.6156542056074767,2.2274269005847973,2.892056074766356,4.776074766355138,1.1247368421052646,1.4410747663551409,2.871775700934578,1.018971962616821,0.623555555555553,umag_gmag_rmag,,-44.8786389,0.0,,0.06,0.0,,,False,1.231,,,0.01,,,1.04,285,14.713,0.0,NGC 6249,0.01,0.042,0.021,0.07,,,,,0.024,254.4754167,,,,,0.024,O
2611,17.59,15.43,13.65,12.74,13.21,11.198,10.398,10.206,1.3200865800865806,0.44532163742690134,1.029252336448599,2.833099415204678,3.512336448598131,5.438598130841122,1.2531578947368414,1.5764485981308407,3.0392056074766356,1.0417757009345798,0.6368627450980398,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-44.8811944,0.0,,0.059,0.0,,,False,1.266,,,0.02,,,1.179,288,14.494,0.0,NGC 6249,0.0,0.041,0.03,0.069,,,,,0.027,254.4808333,,,,,0.03,O
2614,15.82,14.04,12.43,11.54,12.08,10.296,9.607,9.434,1.0203030303030318,0.18643274853801306,0.781682242990656,2.3074269005847956,3.0498130841121505,4.956261682242992,1.0947368421052623,1.4480841121495323,2.9012149532710287,1.0414018691588793,0.5420065359477124,umag_gmag_rmag | umag_gmag_Hamag,,-44.7958333,0.0,,0.043,0.0,,,False,1.144,,,0.01,,,0.999,169,13.203,0.01,NGC 6249,0.0,0.024,0.021,0.041,,,,,0.023,254.4839583,,,,,0.024,O
2616,17.53,15.53,13.65,12.78,13.22,11.161,10.418,10.143,1.1129004329004353,0.247076023391815,0.8234112149532737,2.821754385964912,3.4620560747663562,5.301028037383181,1.3763157894736828,1.6810747663551393,3.0769158878504683,0.9933644859813098,0.5093398692810474,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-44.6985,0.0,,0.06,0.0,,,False,1.301,,,0.01,,,1.152,33,14.574,0.0,NGC 6249,0.0,0.042,0.03,0.071,,,,,0.044,254.487125,,,,,0.044,O
2624,12.57,13.0,12.33,11.98,12.07,11.465,11.319,11.24,-0.7461471861471858,-1.0801754385964906,-0.9036915887850462,-0.18573099415204603,-0.012710280373831317,0.7027102803738314,0.46736842105263177,0.5497196261682243,1.0868691588785042,0.3752336448598127,0.07887581699346255,umag_gmag_rmag | umag_gmag_Hamag,,-44.6827778,0.0,,0.042,0.0,,,False,0.516,,,0.0,,,0.423,19,12.699,0.0,NGC 6249,0.0,0.019,0.021,0.029,,,,,0.026,254.4987917,,,,,0.026,O
2626,15.58,15.09,14.33,13.91,14.13,13.187,12.915,11.948,0.13138528138528172,-0.26216374269005793,0.0010280373831783596,0.7391228070175441,1.0556074766355148,1.9455140186915894,0.5168421052631578,0.6674766355140188,1.3434579439252339,0.4816822429906543,-0.5496339869281032,Jmag_Hmag_Kmag,,-44.7043333,0.0,,0.069,0.0,,,False,0.479,,,0.0,,,0.461,44,14.736,0.0,NGC 6249,0.0,0.044,,0.062,,,,,0.049,254.5040833,,,,,0.119,O
2634,17.34,15.33,13.4,12.5,12.95,10.915,10.113,9.926,1.0993073593073595,0.2060818713450292,0.797757009345794,2.8452631578947365,3.5026168224299052,5.403551401869158,1.4089473684210523,1.7218224299065414,3.164345794392523,1.0261682242990655,0.6431111111111112,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-44.7525833,0.0,,0.058,0.0,,,False,1.344,,,0.01,,,1.187,110,14.402,0.0,NGC 6249,0.0,0.04,0.028,0.067,,,,,0.026,254.5197083,,,,,0.026,O
2639,16.85,15.14,13.4,12.58,12.96,11.041,10.272,10.055,0.8889610389610398,0.0781871345029248,0.5996261682243003,2.4525730994152055,3.0223364485981326,4.745887850467292,1.2652631578947369,1.5364485981308416,2.842336448598132,0.9265420560747669,0.5846209150326794,umag_gmag_rmag,,-44.7202222,0.0,,0.055,0.0,,,False,1.203,,,0.01,,,1.062,63,14.232,0.0,NGC 6249,0.0,0.037,0.038,0.061,,,,,0.042,254.528125,,,,,0.042,O
2640,15.29,14.68,13.87,13.42,13.64,11.633,12.226,12.151,0.22779220779220705,-0.19315789473684242,0.08028037383177566,0.8726315789473693,1.1964485981308424,2.1455140186915886,0.5494736842105272,0.7035981308411227,1.423457943925234,0.5116822429906537,-0.6567254901960811,Jmag_Hmag_Kmag,,-44.7213333,0.0,,0.06,0.0,,,False,0.578,,,0.0,,,0.52,67,14.256,0.0,NGC 6249,0.0,0.037,0.066,0.052,,,,,,254.5287083,,,,,0.055,O
2644,18.17,15.58,13.6,12.6,13.14,10.856,9.99,9.748,1.6557142857142872,0.6904678362573116,1.347196261682245,3.353625730994154,4.122897196261685,6.246261682242993,1.4010526315789478,1.7671962616822439,3.381214953271029,1.1514018691588788,0.6603790849673192,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-44.8594167,0.0,,0.06,0.0,,,False,1.396,,,0.02,,,1.28,261,14.553,0.0,NGC 6249,0.0,0.043,0.027,0.074,,,,,0.029,254.5360417,,,,,0.027,O
