,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag_imag,umag_gmag_rmag_Hamag,umag_gmag_imag_Hamag,umag_rmag_imag_Hamag,gmag_rmag_imag_Hamag,outlier_columns,chi2,DEJ2000,logTeff,Rv,r2mag,RAJ2000,mu,A0,VPHAS-OB1,goodOB,EM,SUB,LUM
4732,15.452,15.43,13.937,12.993,13.588,11.27,10.714,10.397,-1.692933333333331,-2.215705882352943,-1.4862558139534845,-1.3631395348837132,0.12311627906977107,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,1.79,-61.280607,4.618,4.195,13.95,167.483547,13.98,5.806,12737,1,0,0,0
4741,20.395,19.841,18.164,17.18,17.626,15.188,14.553,14.341,-1.2336000000000042,-2.89552941176471,-0.5765581395348884,0.07360465116278281,0.650162790697671,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.17,-61.720615,4.35,4.13,18.163,167.121096,14.91,6.065,12750,1,1,0,0
4757,17.343,17.395,16.301,15.601,15.895,14.37,13.937,13.683,-1.3236666666666614,-2.655176470588228,-0.7972558139534843,-0.3801395348837122,0.417116279069772,umag_gmag_rmag_Hamag,1.33,-61.288271,4.363,4.183,16.289,167.517233,14.66,4.292,12772,1,0,0,0
4766,15.06,15.33,14.172,13.437,13.863,12.197,11.806,11.597,-1.6052500000000014,-2.251235294117654,-1.3498604651162784,-1.1726511627906975,0.17720930232558108,umag_gmag_rmag_imag,1.6,-61.290737,4.625,4.004,14.158,167.524309,15.42,4.532,12784,1,0,0,0
4767,18.468,18.323,17.051,16.184,16.802,14.686,14.19,13.895,-1.4300499999999952,-1.451529411764699,-1.4215581395348797,-1.572395348837199,-0.15083720930231936,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.4,-61.289801,4.367,4.191,17.004,167.52614,14.82,5.007,12785,1,0,0,0
4777,19.955,18.955,16.735,15.47,15.927,13.172,12.434,11.907,-1.2980833333333304,-4.1807058823529415,-0.158441860465113,1.0093953488372147,1.1678372093023275,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.22,-61.005146,4.396,3.821,16.755,167.78652,12.93,7.387,12805,1,1,0,0
4795,17.869,17.677,16.544,15.814,15.908,14.81,14.433,14.273,-1.134166666666667,-3.8858823529411843,-0.04627906976744009,0.8703023255813978,0.9165813953488378,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.92,-61.664088,4.302,3.461,16.552,167.255842,14.81,3.755,12834,1,1,0,0
4816,18.076,18.221,17.103,16.37,16.906,15.446,14.942,14.951,-1.476616666666667,-1.408117647058841,-1.503697674418598,-1.6197441860465003,-0.1160465116279028,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.75,-60.764833,4.571,3.502,17.049,168.058635,18.12,4.019,12875,1,0,1,0
4822,18.404,18.009,16.706,15.916,16.181,14.771,14.49,14.326,-1.0401666666666651,-2.9711764705882278,-0.2767441860465132,0.41613953488371935,0.6928837209302324,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.66,-60.334797,4.296,3.222,16.71,168.417493,14.79,3.958,12885,1,1,0,0
4852,20.511,19.804,18.092,17.0,17.912,15.121,14.477,14.002,-1.2767999999999964,-0.4471176470588214,-1.6048139534883679,-1.9925348837209222,-0.38772093023255483,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.12,-61.349019,4.34,3.975,18.072,167.64922,14.67,6.132,12930,1,0,0,0
4865,20.158,19.086,16.616,15.177,16.183,12.666,11.916,11.529,-1.54218333333333,-1.704294117647056,-1.4780930232558105,-1.3242325581395313,0.1538604651162787,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,2.5,-60.932186,4.597,3.613,16.633,168.044114,14.64,8.06,12962,1,0,0,0
4868,20.472,19.658,17.874,16.858,17.579,14.963,14.526,14.215,-1.0317333333333296,-1.0774705882352829,-1.013651162790697,-0.8896279069767399,0.12402325581395668,umag_gmag_rmag_Hamag,2.66,-60.848345,4.306,3.624,17.888,168.119519,14.55,5.723,12965,1,0,0,0
4877,19.354,18.636,16.539,15.324,15.705,13.182,12.472,12.031,-1.4892500000000024,-4.629411764705893,-0.24779069767441875,0.9720232558139512,1.2198139534883699,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.95,-60.986903,4.556,3.785,16.58,168.016056,14.78,7.134,12977,1,1,0,0
4883,19.331,18.903,17.155,15.976,16.774,13.759,12.873,12.485,-1.713849999999999,-2.0148823529411777,-1.594837209302324,-1.6840930232558136,-0.08925581395349003,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.06,-60.465718,4.462,4.526,17.135,168.453352,14.08,7.158,12990,1,0,0,0
4884,17.16,16.758,14.909,13.768,14.488,11.678,11.048,10.694,-1.6708166666666653,-2.2973529411764777,-1.4231162790697627,-1.2317906976744117,0.19132558139535072,umag_gmag_rmag_imag,2.23,-61.33848,4.621,4.003,14.899,167.734283,14.21,6.763,12992,1,0,0,0
4894,20.075,19.508,17.807,16.867,17.225,15.05,14.338,13.708,-1.1406666666666618,-3.1646470588235123,-0.34048837209302396,0.5362790697674409,0.8767674418604648,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.11,-60.871377,4.301,4.138,17.805,168.146143,14.19,5.951,13008,1,1,0,0
4900,18.184,17.489,15.419,14.144,14.997,11.716,11.002,10.566,-1.6212499999999999,-2.0107647058823575,-1.4672558139534866,-1.3611395348837165,0.10611627906976939,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,2.75,-61.343247,4.571,4.051,15.46,167.755511,13.38,7.595,13015,1,0,0,0
4916,20.392,19.829,17.887,16.681,17.522,14.519,13.925,13.633,-1.6279,-1.7772941176470733,-1.5688372093023193,-1.5630930232558002,0.005744186046518607,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,5.52,-61.422949,4.584,3.82,17.908,167.715254,16.65,6.877,13038,1,0,1,0
4917,14.77,14.953,13.887,13.4,13.824,12.328,12.095,11.982,-1.0677166666666664,-0.5869411764705921,-1.2577906976744166,-1.1679767441860438,0.08981395348837273,umag_gmag_rmag_Hamag,7.17,-60.668541,4.409,3.644,14.054,168.343194,13.45,3.583,13039,1,0,0,0
4918,20.486,19.804,18.061,16.962,17.734,15.153,14.546,14.335,-1.3145166666666643,-1.4146470588235163,-1.2749302325581415,-1.3093255813953557,-0.0343953488372144,gmag_rmag_imag_Hamag,5.33,-60.998206,4.42,3.702,18.087,168.073019,15.62,6.023,13040,1,0,0,0
4922,20.728,19.819,17.64,16.286,17.231,13.826,13.09,12.727,-1.5507666666666622,-1.713411764705874,-1.4864651162790667,-1.4831627906976719,0.0033023255813944274,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,6.44,-61.280109,4.555,3.864,17.632,167.85724,15.31,7.727,13051,1,0,0,0
4932,17.569,17.607,16.677,16.061,16.47,15.215,14.87,14.689,-1.157066666666666,-1.3652352941176524,-1.074767441860462,-1.0864186046511568,-0.011651162790695002,gmag_rmag_imag_Hamag,3.72,-61.896288,4.304,3.689,16.705,167.3379,15.29,3.34,13063,1,0,0,0
4934,18.875,18.786,17.659,16.936,17.451,15.817,15.25,15.323,-1.2244499999999992,-1.244647058823521,-1.2164651162790718,-1.2751627906976744,-0.05869767441860296,gmag_rmag_imag_Hamag,5.21,-61.097538,4.324,3.884,17.637,168.026888,15.8,4.11,13065,1,0,0,0
4949,19.797,18.948,16.876,15.684,16.304,13.612,12.925,12.463,-1.3164666666666696,-2.8185294117647244,-0.7226279069767412,-0.07806976744185556,0.6445581395348854,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,6.24,-60.864444,4.418,3.745,16.921,168.253459,13.75,6.862,13092,1,1,0,0
4958,19.378,19.006,17.567,16.893,16.365,15.657,15.059,15.142,-0.8524333333333323,-7.334941176470602,1.7104186046511678,4.3650465116279165,2.6546279069767484,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.2,-61.169993,4.298,3.369,17.496,168.013911,15.54,4.194,13101,1,1,0,0
4959,20.407,19.855,18.29,17.233,17.98,15.499,14.987,14.776,-1.368216666666664,-1.4356470588235222,-1.3415581395348828,-1.4963953488372055,-0.15483720930232314,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.76,-61.590015,4.408,3.806,18.271,167.664697,15.95,5.695,13104,1,0,0,0
4965,15.102,14.952,13.355,12.347,12.997,10.419,9.755,9.413,-1.681200000000001,-2.1454117647058863,-1.497674418604651,-1.397186046511628,0.10048837209302275,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,1.31,-61.363055,4.58,4.329,13.416,167.88217,12.45,6.327,13117,1,0,0,0
4970,16.634,16.523,15.229,14.445,14.73,13.245,12.801,12.64,-1.3132666666666637,-3.0884705882352868,-0.6114418604651156,0.02639534883721062,0.6378372093023261,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.46,-61.178885,4.428,3.596,15.228,168.066421,14.23,4.445,13136,1,1,0,0
4971,19.855,19.387,17.862,16.953,17.228,15.371,14.845,14.657,-1.1833499999999977,-3.5970588235293928,-0.22909302325581904,0.6627674418604577,0.8918604651162766,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.3,-61.079254,4.324,3.756,17.852,168.154189,15.15,5.158,13138,1,1,0,0
4980,16.504,16.269,14.883,14.067,13.458,12.381,11.834,11.457,-1.2473999999999947,-8.901764705882346,1.7787441860465139,4.56686046511628,2.788116279069766,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.63,-61.301829,4.311,4.4,14.83,167.992724,11.89,5.268,13162,1,1,0,0
4981,19.742,19.19,17.585,16.558,17.275,14.586,14.09,13.76,-1.3137166666666684,-1.435647058823545,-1.2655116279069731,-1.3112790697674335,-0.045767441860461,gmag_rmag_imag_Hamag,4.13,-61.187826,4.319,4.115,17.519,168.088237,14.12,5.908,13163,1,0,0,0
4985,19.875,19.437,17.94,17.098,17.426,15.635,15.044,14.807,-1.0916333333333383,-2.85764705882355,-0.39344186046511553,0.3483953488372118,0.7418372093023272,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.68,-61.194049,4.308,3.74,17.99,168.095655,15.28,4.946,13172,1,1,0,0
5000,20.751,19.939,18.161,17.066,17.854,15.134,14.331,14.117,-1.1772500000000028,-1.1564117647058956,-1.1854883720930218,-1.2217209302325571,-0.03623255813953574,gmag_rmag_imag_Hamag,3.16,-61.242673,4.335,3.917,18.165,168.105039,14.62,6.238,13206,1,0,0,0
5006,14.821,14.921,13.874,13.157,13.437,11.895,11.35,11.073,-1.4025500000000002,-2.9019411764705962,-0.8097674418604628,-0.40741860465115964,0.4023488372093029,umag_gmag_rmag_Hamag,5.87,-60.653822,4.34,4.576,13.854,168.608342,11.83,4.435,13216,1,0,0,0
5009,19.964,19.497,17.938,17.097,17.525,15.537,15.074,14.759,-1.060816666666663,-2.1810588235294155,-0.6179302325581333,-0.04432558139533471,0.5736046511627986,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.37,-61.079779,4.322,3.678,17.98,168.275384,15.36,5.035,13224,1,0,0,0
5030,17.681,17.609,16.554,15.827,16.33,14.63,14.287,14.201,-1.2487166666666645,-1.3642352941176497,-1.203046511627903,-1.3061162790697556,-0.10306976744185281,gmag_rmag_imag_Hamag,5.81,-60.720348,4.313,3.876,16.494,168.66379,14.7,3.952,13265,1,0,0,0
5054,19.208,18.716,17.142,16.249,16.435,14.561,13.983,13.613,-1.1302833333333369,-4.041117647058832,0.020511627906974472,1.1662790697674417,1.145767441860467,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.97,-61.430059,4.295,3.986,17.168,168.171962,13.93,5.416,13303,1,1,0,0
5091,20.317,19.771,17.986,16.913,17.67,15.076,14.417,14.205,-1.403283333333334,-1.480117647058818,-1.3729069767441895,-1.3307674418604702,0.04213953488371858,umag_rmag_imag_Hamag,3.45,-60.752798,4.495,3.77,17.995,168.834531,16.26,6.192,13359,1,0,0,0
5096,20.811,19.929,17.795,16.494,17.393,14.092,13.481,13.096,-1.4814833333333346,-1.6955294117647117,-1.3968604651162786,-1.3326511627907012,0.06420930232557742,umag_rmag_imag_Hamag,6.85,-61.339894,4.525,3.82,17.79,168.385883,15.34,7.458,13365,1,0,0,0
5102,13.85,13.711,12.248,11.332,11.706,9.853,9.392,9.121,-1.5250666666666644,-3.336176470588236,-0.8090465116279041,-0.20711627906976005,0.6019302325581438,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,3.03,-60.85493,4.574,3.739,12.215,168.814027,12.25,5.256,13377,1,1,0,1
5105,18.855,18.711,17.491,16.664,17.317,14.985,14.493,14.315,-1.3583833333333277,-0.9716470588235246,-1.5112790697674359,-1.7946976744185958,-0.2834186046511602,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.38,-61.293817,4.299,4.593,17.455,168.479675,14.51,5.048,13386,1,0,0,0
5107,20.564,19.048,16.231,14.536,15.736,11.374,10.344,9.708,-1.5632500000000014,-1.6578235294117705,-1.5258604651162786,-1.4716511627907005,0.05420930232557719,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,5.03,-61.129503,4.509,3.98,16.232,168.619899,11.6,9.843,13390,1,0,0,0
5116,16.773,16.668,15.177,14.233,14.841,12.646,12.159,11.926,-1.6099333333333308,-2.0493529411764726,-1.436209302325577,-1.3450232558139454,0.0911860465116312,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,3.05,-61.262671,4.614,3.853,15.183,168.54265,15.49,5.476,13407,1,0,0,0
5128,18.528,18.117,16.462,15.42,16.122,13.579,13.047,12.754,-1.481966666666668,-1.769000000000002,-1.3684883720930245,-1.3297209302325568,0.03876744186046732,umag_rmag_imag_Hamag,3.66,-61.274139,4.479,3.866,16.479,168.579314,14.69,5.989,13427,1,0,0,0
5133,18.534,17.736,15.531,14.203,15.137,11.778,11.056,10.69,-1.6145333333333367,-1.7282352941176504,-1.5695813953488402,-1.5149534883720968,0.054627906976743024,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,3.86,-61.232195,4.616,3.846,15.571,168.63457,14.05,7.678,13437,1,0,0,0
5139,19.781,18.995,16.863,15.546,16.483,13.212,12.501,12.162,-1.6065500000000017,-1.6504705882352906,-1.5891860465116316,-1.6144651162790735,-0.025279069767441875,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.91,-61.306876,4.588,3.812,16.878,168.584437,15.18,7.465,13448,1,0,0,0
5146,19.352,18.435,16.191,14.818,15.788,12.433,11.733,11.359,-1.5772833333333298,-1.666941176470579,-1.5418372093023245,-1.5310930232558126,0.01074418604651095,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,4.4,-61.33486,4.592,3.721,16.187,168.606689,14.44,7.652,13466,1,0,0,0
5149,18.625,17.966,16.295,15.332,15.645,13.721,13.202,12.878,-1.0904500000000024,-3.508647058823546,-0.1344186046511605,0.8159534883720978,0.9503720930232583,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.21,-60.832008,4.299,3.585,16.286,169.022771,13.25,5.304,13470,1,1,0,0
5150,15.996,15.529,13.555,12.38,12.982,10.177,9.466,9.037,-1.6675833333333303,-3.2069411764705915,-1.058999999999995,-0.4709999999999903,0.5880000000000043,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,2.28,-61.250056,4.616,4.075,13.586,168.689635,12.47,7.159,13471,1,1,0,0
5151,19.668,19.022,17.084,15.883,16.555,13.717,13.02,12.661,-1.5358166666666664,-2.7458235294117643,-1.0574418604651161,-0.6666046511627921,0.3908372093023238,umag_gmag_rmag_Hamag,2.45,-61.247399,4.516,3.947,17.085,168.691998,14.9,6.986,13472,1,0,0,0
5152,20.285,19.873,18.084,17.026,17.578,15.155,14.554,14.507,-1.5100333333333336,-2.832352941176474,-0.9872558139534877,-0.46913953488371707,0.5181162790697704,umag_gmag_rmag_Hamag,6.9,-61.27123,4.574,3.728,18.1,168.67368,17.35,6.155,13473,1,0,1,0
5158,16.856,16.515,14.671,13.534,14.238,11.531,10.882,10.577,-1.7245499999999958,-2.4352941176470577,-1.4435581395348789,-1.2203953488371995,0.2231627906976792,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,4.45,-61.208296,4.64,3.953,14.668,168.751448,14.36,6.628,13486,1,0,0,0
5160,19.293,18.532,16.504,15.45,15.705,12.939,12.215,11.756,-1.1537666666666706,-4.362000000000011,0.11460465116278828,1.5555116279069716,1.4409069767441833,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.13,-61.254468,4.314,4.334,16.647,168.719879,11.98,7.171,13488,1,1,0,0
5161,18.565,17.924,15.849,14.566,15.778,12.17,11.427,11.061,-1.68978333333333,0.18576470588235633,-2.431279069767438,-3.146697674418599,-0.7154186046511612,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.08,-61.244237,4.618,4.023,15.872,168.738813,14.44,7.562,13490,1,0,0,0
5164,16.813,16.532,14.856,13.825,14.521,12.069,11.497,11.257,-1.591983333333335,-1.866941176470584,-1.483279069767446,-1.4096976744186107,0.07358139534883468,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,3.82,-61.253396,4.618,3.8,14.869,168.734469,14.83,5.967,13494,1,0,0,0
5167,17.252,16.784,14.87,13.637,14.413,11.286,10.536,10.121,-1.7719499999999972,-2.4621764705882296,-1.499069767441859,-1.3716744186046483,0.12739534883721038,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,2.58,-61.202272,4.613,4.274,14.868,168.778742,13.45,7.433,13497,1,0,0,0
5168,17.505,17.254,15.726,14.817,14.841,13.103,12.511,12.219,-1.400350000000003,-5.423411764705897,0.19016279069767433,1.6629069767441884,1.472744186046514,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.32,-61.284979,4.428,4.078,15.695,168.712161,13.67,5.641,13499,1,1,0,0
5170,16.262,15.748,13.7,12.411,13.154,9.975,9.167,8.738,-1.827683333333331,-2.986823529411761,-1.3694186046511616,-1.0320465116279052,0.337372093023256,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag,3.22,-61.242734,4.632,4.254,13.696,168.747828,12.28,7.747,13501,1,0,0,0
5171,17.476,17.268,15.784,14.879,15.515,13.333,12.871,12.684,-1.4360833333333365,-1.516764705882356,-1.4041860465116311,-1.3844651162790744,0.0197209302325565,umag_rmag_imag_Hamag,4.76,-61.272281,4.531,3.696,15.806,168.725371,15.27,5.261,13502,1,0,0,0
5172,18.481,17.798,15.74,14.437,15.18,12.073,11.323,10.942,-1.684116666666664,-2.9075882352941185,-1.2004186046511593,-0.8530465116279049,0.347372093023254,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag,4.39,-61.231095,4.597,4.007,15.74,168.759604,14.06,7.542,13503,1,0,0,0
5174,16.428,16.119,14.406,13.343,14.023,11.496,10.922,10.654,-1.6221166666666662,-2.1467058823529466,-1.4147209302325554,-1.2673023255813916,0.1474186046511634,umag_gmag_rmag_imag,2.83,-61.2505,4.616,3.864,14.411,168.752869,14.17,6.164,13509,1,0,0,0
5176,15.934,15.887,14.435,13.481,13.953,12.018,11.588,11.349,-1.686100000000002,-3.0434705882353033,-1.1494651162790692,-0.784162790697672,0.36530232558139697,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag,6.24,-61.256852,4.643,3.743,14.379,168.749099,15.32,5.247,13511,1,0,0,0
5177,17.544,17.194,15.375,14.242,14.999,12.257,11.603,11.343,-1.7082833333333296,-2.0608235294117607,-1.5689069767441828,-1.4927674418604608,0.07613953488372172,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,6.3,-61.250336,4.638,3.928,15.376,168.755642,15.08,6.561,13512,1,0,0,0
5179,16.948,16.78,15.348,14.484,14.769,12.917,12.446,12.246,-1.4016000000000017,-3.544411764705888,-0.554441860465117,0.22139534883720913,0.775837209302326,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.29,-61.25843,4.466,3.871,15.334,168.751298,14.1,5.199,13516,1,1,0,0
5180,17.542,17.444,16.103,15.287,16.199,13.906,13.457,13.371,-1.3843999999999985,0.7135294117647092,-2.2138139534883705,-2.9725348837209316,-0.7587209302325615,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.53,-61.257528,4.489,3.658,16.162,168.753935,15.54,4.735,13518,1,0,0,0
5181,18.544,18.158,16.478,15.42,16.128,13.606,12.974,12.728,-1.5360333333333365,-1.858117647058834,-1.408697674418605,-1.3587441860465117,0.049953488372093124,umag_rmag_imag_Hamag,5.7,-61.252146,4.537,3.87,16.472,168.759932,15.29,6.111,13519,1,0,0,0
5182,17.433,17.079,15.309,14.222,14.918,12.445,11.933,11.634,-1.6207166666666666,-2.153000000000002,-1.410279069767441,-1.2426976744186007,0.1675813953488401,umag_gmag_rmag_imag,4.06,-61.608689,4.633,3.672,15.332,168.467886,15.42,6.06,13520,1,0,0,0
5183,18.913,18.547,16.73,15.585,16.071,13.531,12.739,12.335,-1.7140833333333325,-3.859352941176465,-0.8659534883720943,-0.1678837209302344,0.6980697674418597,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,5.49,-61.244332,4.6,4.155,16.733,168.767049,15.66,6.85,13521,1,1,0,0
5184,19.323,18.565,16.58,15.312,16.252,13.056,12.316,11.908,-1.5455333333333314,-1.3450588235294094,-1.6247906976744169,-1.8039767441860395,-0.17918604651162262,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.57,-61.213938,4.471,3.991,16.587,168.795517,13.64,7.242,13522,1,0,0,0
5187,18.701,18.125,15.97,14.62,15.635,12.153,11.306,10.91,-1.8765000000000014,-1.571941176470594,-1.9969069767441856,-2.1787674418604652,-0.18186046511627962,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.62,-61.249687,4.648,4.152,15.971,168.770723,14.63,7.918,13526,1,0,0,0
5189,15.179,15.292,13.966,13.128,13.668,11.791,11.443,11.223,-1.6353666666666644,-2.0237058823529415,-1.4818372093023222,-1.3990930232558072,0.08274418604651479,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,5.11,-61.259898,4.637,3.733,13.963,168.766557,15.18,4.78,13529,1,0,0,0
5190,18.62,18.165,16.236,15.039,15.721,12.706,12.033,11.719,-1.7195499999999995,-2.8470588235294145,-1.2737906976744169,-0.9149767441860459,0.35881395348837053,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag,5.56,-61.243185,4.626,4.138,16.229,168.782116,15.2,7.224,13530,1,0,0,0
5191,17.046,16.641,14.936,13.87,13.861,11.98,11.417,11.016,-1.5315666666666663,-6.4876470588235255,0.4278139534883696,2.1535348837209227,1.7257209302325531,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.51,-61.266824,4.509,3.948,14.888,168.765041,13.29,6.241,13531,1,1,0,0
5192,19.131,18.395,16.324,15.029,15.637,12.626,11.917,11.428,-1.616583333333335,-3.6688823529411847,-0.8052093023255813,-0.1340232558139558,0.6711860465116253,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,3.41,-61.21764,4.553,4.039,16.31,168.80568,14.05,7.601,13532,1,1,0,0
5193,15.72,15.811,14.502,13.708,13.843,12.33,11.844,11.506,-1.5334333333333332,-4.316352941176476,-0.43320930232557997,0.5649767441860479,0.9981860465116279,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.7,-61.25748,4.578,4.065,14.486,168.773592,14.72,5.036,13533,1,1,0,0
5194,17.412,17.143,15.684,14.789,14.944,13.304,12.605,12.422,-1.3569166666666672,-4.475705882352934,-0.12390697674419038,0.9782325581395296,1.10213953488372,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.73,-61.25593,4.396,3.924,15.641,168.776092,13.6,5.267,13536,1,1,0,0
5195,15.561,15.584,14.218,13.516,13.178,11.937,11.456,10.898,-1.2982999999999993,-6.691235294117644,0.8337906976744164,2.9779767441860416,2.144186046511625,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.39,-61.257392,4.422,4.396,14.227,168.775614,12.49,5.192,13538,1,1,0,0
5196,15.463,15.429,14.054,13.212,13.577,11.844,11.342,11.272,-1.495633333333335,-3.0244117647058864,-0.8912325581395361,-0.35658139534883815,0.5346511627906977,umag_gmag_rmag_Hamag,2.29,-61.256586,4.586,3.707,14.046,168.77754,14.51,4.915,13541,1,1,0,0
5200,16.528,16.519,15.118,14.219,14.895,12.63,12.119,11.913,-1.6241833333333342,-1.4208235294117697,-1.7045813953488365,-1.8599534883720934,-0.15537209302325738,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.27,-61.264632,4.592,4.065,15.108,168.777731,15.17,5.417,13549,1,0,0,0
5201,18.788,18.041,15.893,14.501,15.388,11.86,11.016,10.589,-1.7818000000000018,-2.4909411764705944,-1.5014418604651163,-1.3956046511627909,0.10583720930232543,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,5.19,-61.229709,4.602,4.216,15.887,168.806349,13.67,8.206,13550,1,0,0,0
5202,20.025,19.2,17.329,16.183,17.001,14.139,13.529,13.216,-1.2569000000000017,-1.2780588235294092,-1.2485348837209336,-1.260837209302332,-0.012302325581398987,gmag_rmag_imag_Hamag,2.69,-61.252208,4.328,3.813,17.352,168.788946,13.63,6.366,13553,1,0,0,0
5204,18.86,18.166,16.082,14.75,15.657,12.352,11.571,11.224,-1.7258000000000018,-2.0310000000000064,-1.6051395348837207,-1.6093488372093008,-0.004209302325580921,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,6.74,-61.244578,4.615,4.006,16.066,168.798112,14.55,7.648,13556,1,0,0,0
